cj,gg,name,price,price2,券后价,xq
湖北舒邦药业有限公司原远大医药（中国）有限公司,规格：0.1g*20粒,尼美舒利胶囊(力美松),,￥8.90,8.19,效期： 2022-11-30 
湖北科益药业股份有限公司,规格：5g:7.5mg,更昔洛韦眼用凝胶,22,,20.25,效期： 2021-09-30 
成都兴沣瑞中药饮片有限责任公司,规格：净制0.5kg,生蒲黄,61.56,,56.65,效期：
吉林省俊宏药业有限公司,规格：48丸*2板,偏瘫复原丸,4.5,,4.14,效期： 2021-07-31 
长春人民药业集团有限公司,规格：2g*10袋,藤黄健骨丸,6.4,,5.89,效期： 2022-07-31 
太阳石(唐山)药业有限公司,规格：3g*10袋,蒙脱石颗粒,6.2,,5.71,效期： 2021-04-30 
广东青云山药业有限公司,规格：0.4g*24粒,和胃止痛胶囊,10.06,,9.26,效期： 2021-07-31 
华东医药(西安)博华制药有限公司,规格：0.25g*8片*1板,盐酸头孢他美酯片,5.9,,5.43,效期： 2021-06-30 
珠海同源药业有限公司,规格：0.3g*130片,碳酸钙片,14,,12.88,效期： 2021-11-30 
West-Ward Columbus Inc.（分包装厂家：上海勃林格殷格翰药业有限公司）,规格：5mg*7片,利格列汀片,58.5,,53.84,效期： 2022-08-31 
江西桔王药业有限公司,规格：0.32g*100片,复方鱼腥草片,,￥2.20,2.02,效期： 2021-11-30 
武汉鑫瑞药业有限公司,规格：200ml,川贝清肺糖浆,6.5,,5.98,效期： 2021-11-30 
北京福元医药股份有限公司（原北京万生药业有限责任公司）,规格：5mg*28片,苯磺酸氨氯地平片(诺尔玛),15.2,,13.99,效期： 2021-09-30 
浙江康恩贝制药股份有限公司,规格：0.45g*12粒*2板,元胡止痛胶囊,7.9,,7.27,效期： 2022-10-31 
四川省旺林堂药业有限公司,规格：0.5g*12片,对乙酰氨基酚片,1.24,,1.14,效期： 2021-10-31 
南京厚生药业有限公司,规格：5g*8袋,五维赖氨酸颗粒(维乐多),13.5,,12.42,效期： 2021-07-31 
昆明积大制药股份有限公司,规格：0.125g*9袋,头孢克洛干混悬剂,7.75,,7.13,效期： 2021-08-08 
江苏晨牌邦德药业有限公司,规格：40ml,盐酸特比萘芬喷雾剂,11.6,,10.68,效期： 2022-03-04 
河北三石药业股份有限公司,规格：6粒,复方氯己定甲硝唑栓,,￥3.30,,效期： 2021-05-31 
海南倍特药业有限公司,规格：20mg,注射用法莫替丁,3.2,,2.94,效期： 2021-10-31 
珠海同源药业有限公司,规格：25mg*20片,酒石酸美托洛尔片,3.6,,3.31,效期： 2022-09-30 
湖北民康制药有限公司,规格：3g*8袋,小儿氨酚黄那敏颗粒,1.95,,1.79,效期： 2021-05-31 
九芝堂股份有限公司,规格：200丸,十全大补丸,9.9,,9.11,效期： 2022-10-31 
吉林省通化博祥药业股份有限公司,规格：3g*10丸,化毒丹,6.5,,5.98,效期： 2023-01-31 
四川省通园制药集团有限公司（原四川省通园制药有限公司）,规格：10g*10袋,复方百部止咳颗粒,3.71,,3.41,效期： 2021-08-31 
江苏康缘药业股份有限公司,规格：0.4g*30粒,散结镇痛胶囊,36.06,,33.19,效期： 2022-09-30 
北京御生堂集团石家庄制药有限公司,规格：10g*10丸*1板,柴胡舒肝丸(大蜜丸),6.99,,6.43,效期： 2023-02-28 
广东汇通乳胶制品集团有限公司,规格：10只,天然胶乳橡胶避孕套(比翼鸟火辣光面型),3.5,,3.22,效期： 2024-12-31 
天方药业有限公司,规格：10万单位*12片*50板,吉他霉素片,27.8,,25.58,效期： 2022-11-30 
江西天施康中药股份有限公司,规格：0.32g*36片,复方夏天无片(薄膜衣),18.15,,16.7,效期： 2022-09-30 
江苏万高药业股份有限公司,规格：30mg*24片,格列喹酮分散片,13.5,,12.42,效期： 2021-07-31 
湖北潜江制药股份有限公司,规格：0.2g*6片,加替沙星片,2.85,,2.62,效期： 2022-03-31 
烟台元生药业有限公司,规格：一岁以下 30粒（A1500:D500),维生素AD滴剂(胶囊型),6.8,,6.26,效期： 2021-07-31 
江西鑫源欣实业有限公司,规格：20ml*6支,50%葡萄糖饮品,4.6,,4.23,效期： 2022-03-01 
北京韩美药品有限公司,规格：3g*10袋,蒙脱石散(美常灵),12.55,,11.55,效期： 2022-05-28 
四川奇力制药有限公司,规格：20ml*10支,阿胶益寿口服液,13.8,,12.7,效期： 2021-07-31 
安徽省先锋制药有限公司,规格：0.6g*10支,注射用克林霉素磷酸酯,,￥1.80,,效期： 2022-01-09 
上海华源制药安徽广生药业有限公司,规格：200粒,附子理中丸(浓缩丸),4.7,,4.33,效期： 2023-07-31 
陇药皇甫谧制药股份有限公司,规格：24粒,三七止血胶囊,7.5,,6.9,效期： 2021-10-31 
合肥小林日用品有限公司,规格：40mm*90mm*4片,医用退热贴,12.5,,11.5,效期： 2022-09-15 
江苏苏中药业集团股份有限公司,规格：0.5g*30粒,黄葵胶囊,34.5,,31.75,效期： 2021-12-31 
苏州第三制药厂有限责任公司,规格：0.25g*6粒,头孢克洛胶囊,,￥3.40,,效期： 2021-06-24 
上海勃林格殷格翰药业有限公司,规格：80mg*7片,替米沙坦片,36.5,,33.59,效期： 2023-08-31 
四川天德制药有限公司,规格：10袋,琥乙红霉素颗粒,3.59,,3.3,效期： 2022-04-30 
山东鲁抗医药股份有限公司,规格：0.25g*30片,头孢氨苄片,3.85,,3.54,效期： 2021-11-03 
镇平时通实业有限公司,规格：30g*4袋,时通牌足光粉,3.5,,3.22,效期： 2023-03-01 
扬子江药业集团有限公司,规格：10mg*60片,枸橼酸他莫昔芬片,75,,69.02,效期： 2021-06-30 
苏州医疗用品厂有限公司,规格：0.30*40（mm）*100支,针灸针（华佗牌)（紫铜柄针 环柄针）,12.5,,11.5,效期： 2022-10-31 
云鹏医药集团有限公司（原山西云鹏制药有限公司）,规格：50mg*24粒,胶体果胶铋胶囊,,￥3.00,2.76,效期： 2021-10-31 
海南海神同州制药有限公司,规格：0.1g*12粒*2板,盐酸左氧氟沙星胶囊,3.8,,3.5,效期： 2021-09-30 
广东嘉应制药股份有限公司,规格：2.2g,双料喉风散,11.8,,10.86,效期： 2023-04-30 
Novartis Farmaceutica S.A.spain（分包装厂：北京诺华制药有限公司),规格：(80mg/5mg)*7片,缬沙坦氨氯地平片(I)（倍博特）(Z),,￥48.10,,效期： 2022-12-31 
石家庄以岭药业股份有限公司,规格：0.2g*24片,银杏叶片,5.1,,4.69,效期： 2022-11-30 
国药集团德众(佛山)药业有限公司,规格：0.31g*24片,清咽片,4.6,,4.23,效期： 2022-01-25 
广东粤威制药有限公司,规格：6.5cm*10cm*4片*3袋,伤湿祛痛膏,6.5,,5.98,效期： 2021-09-30 
牡丹江灵泰药业股份有限公司,规格：50ug*50片,硒酵母片,39.9,,36.72,效期： 2022-07-31 
广西南宁德致药业有限公司,规格：5g*9袋,小儿疳积糖,8.75,,8.05,效期： 2021-08-31 
湖南千金湘江药业股份有限公司,规格：50mg*12粒,氟康唑胶囊,9.17,,8.44,效期： 2022-11-30 
成都兴沣瑞中药饮片有限责任公司,规格：净制0.5Kg,鸡内金,,￥10.40,,效期：
云鹏医药集团有限公司（原山西云鹏制药有限公司）,规格：20mg*30片,硝苯地平缓释片(Ⅱ),6.5,,5.98,效期： 2021-12-22 
四川康博医疗器械有限公司,规格：B型,一次性使用换药包,2.95,,2.71,效期： 2021-09-17 
吉林白山正茂药业股份有限公司,规格：36片,鼻渊片,3,,2.76,效期： 2022-10-31 
珠海博康药业有限公司,规格：20万IU*12粒*2板,蚓激酶肠溶胶囊,14,,12.88,效期： 2021-10-31 
浙江泰利森药业有限公司,规格：100ml,金参润喉合剂,9.7,,8.93,效期： 2021-09-30 
吉林玉仁制药股份有限公司,规格：10ml*6支,小儿清热止咳合剂,5.3,,4.88,效期： 2022-06-29 
黑龙江福和制药集团股份有限公司,规格：0.2g*16片,多索茶碱片(安赛玛),17.8,,16.38,效期： 2022-10-31 
四川成都同道堂制药有限责任公司,规格：100mg*18片,利巴韦林片,3.65,,3.36,效期： 2022-01-31 
武汉人福药业有限责任公司,规格：0.3g*20片,奥卡西平片(万仪),31.5,,28.99,效期： 2022-10-31 
湖北东信药业有限公司,规格：0.1g*5粒*2板,吲哚美辛栓,3.9,,3.59,效期： 2021-09-30 
河南金华隆制药有限公司,规格：12粒,氨咖黄敏胶囊,0.95,,0.87,效期： 2021-06-30 
湖北惠真源药械有限公司,规格：30ml(走珠器型),医用冷敷凝胶,7,,6.44,效期： 2022-04-30 
河南金华隆制药有限公司,规格：0.3g*24片,对乙酰氨基酚片,,￥1.20,,效期： 2021-04-30 
成都恒瑞制药有限公司,规格：10mg*6片,氯雷他定片(亿菲),4.2,,3.87,效期： 2022-07-22 
天方药业有限公司,规格：0.1g*12片,甲磺酸左氧氟沙星片,4.2,,3.87,效期： 2022-09-30 
四川恩威制药有限公司,规格：2g*18袋,小儿氨酚黄那敏颗粒,9.86,,9.07,效期： 2021-10-31 
江苏恩华药业股份有限公司,规格：5mg*12片*5板,盐酸丁螺环酮片(一舒),43.9,,40.4,效期： 2022-10-31 
江苏晨牌药业集团股份有限公司,规格：36片,银杏叶分散片,9.5,,8.74,效期： 2021-11-30 
山东鲁抗医药集团赛特有限责任公司,规格：5mg*30片,格列吡嗪片,3.2,,2.94,效期： 2021-10-31 
国药集团国瑞药业有限公司,规格：2mg*14粒,盐酸特拉唑嗪胶囊,4,,3.68,效期： 2022-01-31 
黑龙江迪龙制药有限公司,规格：25mg*24片,酒石酸美托洛尔片,3.5,,3.22,效期： 2022-02-25 
辰欣药业股份有限公司,规格：10mg*14片,阿德福韦酯片,42.8,,39.39,效期： 2021-10-28 
陕西君碧莎制药有限公司,规格：0.5g*48粒,皮肤病血毒片,18.5,,17.03,效期： 2021-08-31 
广州王老吉药业股份有限公司,规格：36g,藿胆丸,5.55,,5.11,效期： 2022-10-31 
湖北百科亨迪药业有限公司,规格：5mg*14片,托拉塞米片,9.6,,8.83,效期： 2021-11-30 
天津市中央药业有限公司,规格：40mg*30片,盐酸维拉帕米片,4.39,,4.04,效期： 2021-09-30 
长春璞元药业有限公司,规格：0.25g*18粒,氨苄西林丙磺舒胶囊(艾罗迪),6,,5.52,效期： 2021-12-31 
广东先通药业有限公司,规格：0.4g*12片*2板,益心舒片,17,,15.65,效期： 2021-05-13 
安徽宏业药业有限公司,规格：12片,骨肽片,3.6,,3.31,效期： 2022-02-28 
北京韩美药品有限公司,规格：250mg*10粒,枯草杆菌二联活菌肠溶胶囊(美常安),,￥14.00,12.88,效期： 2022-12-22 
北京四环科宝制药有限公司,规格：0.31g*12片,杏灵分散片(瑞科宁),25,,23.01,效期： 2022-08-31 
成都恒瑞制药有限公司,规格：0.25g：1.25mg*10片*3板,二甲双胍格列本脲片(I),28.9,,26.6,效期： 2022-01-02 
湖南千金湘江药业股份有限公司,规格：0.1g*12袋,阿奇霉素颗粒,10.9,,10.03,效期： 2022-07-31 
云南生物谷药业股份有限公司,规格：0.18g*18粒,灯盏生脉胶囊,27.5,,25.31,效期： 2022-08-13 
重庆科瑞制药(集团)有限公司,规格：0.125g*10粒*5板,头孢氨苄胶囊,5.6,,5.15,效期： 2021-12-31 
长春长庆药业集团有限公司,规格：8ml:8mg,阿昔洛韦滴眼液,1.8,,1.66,效期： 2021-05-31 
贵州威门药业股份有限公司,规格：8g*10袋,热淋清颗粒,23,,21.17,效期： 2022-11-30 
山东新华制药股份有限公司,规格：1000片,复方乙酰水杨酸片(APC),49,,45.1,效期： 2021-11-27 
湖南康寿制药有限公司,规格：15g*8袋,复方天麻颗粒,10.7,,9.85,效期： 2021-11-30 
广东五洲药业有限公司,规格：0.2g*80片*100袋,干酵母片,,￥105.00,96.63,效期： 2021-12-31 
江西民济药业有限公司,规格：10g*6袋,乳核内消颗粒,,￥9.95,9.16,效期： 2021-11-30 
四川金药师制药有限公司,规格：10g*21包,板蓝根颗粒(牛皮纸自立袋),6.1,,5.61,效期： 2022-02-28 
四川旭阳药业有限责任公司,规格：20ml*12支,阿胶益寿口服液,21.15,,19.46,效期： 2021-10-31 
云南永安制药有限公司,规格：4mg*6片*4板,乙酰吉他霉素含片,7.2,,6.63,效期： 2021-03-31 
福州屏山制药有限公司,规格：4mg*7片*2板,坎地沙坦酯片,7.2,,6.63,效期： 2021-08-31 
四川博仁药业有限责任公司,规格：净制1kg/袋,路路通,14.1,,12.98,效期： 2023-01-07 
重庆科瑞制药(集团)有限公司,规格：0.25g*6片,阿奇霉素片,2.34,,2.15,效期： 2021-06-30 
湖南汉森制药股份有限公司,规格：0.3g*60粒,缩泉胶囊,30.5,,28.07,效期： 2021-03-31 
吉泰安(四川)药业有限公司,规格：0.3g*20粒,心元胶囊,24.98,,22.99,效期： 2022-03-31 
广西万寿堂药业有限公司,规格：0.35g*24粒,罗汉果止咳胶囊,6.6,,6.07,效期： 2021-12-31 
辰欣药业股份有限公司,规格：2mg*100片,盐酸赛庚啶片,2.7,,2.48,效期： 2021-10-18 
广西万寿堂药业有限公司,规格：36片,利胆排石片,4.8,,4.42,效期： 2021-11-30 
唐山红星药业有限责任公司,规格：15g,倍他米松乳膏(利康达宁),3.3,,3.04,效期： 2023-01-02 
S.A.ALCON-COUVREUR.N.V,规格：5ml:50mg(1%)支,布林佐胺滴眼液,64.5,,59.36,效期： 2021-08-31 
重庆华森制药股份有限公司,规格：2mg*10粒,盐酸特拉唑嗪胶囊(欧得曼),12.3,,11.32,效期： 2021-10-31 
天津力生制药股份有限公司,规格：50mg*100片,烟酸片,7,,6.44,效期： 2021-09-07 
贵州益佰女子大药厂有限责任公司,规格：0.45g*36粒,妇炎消胶囊,16.2,,14.91,效期： 2021-08-31 
包头中药有限责任公司                    ,规格：9g*6袋,栀子金花丸(水丸),4.7,,4.33,效期： 2022-07-31 
Gedeon Richter Plc.,规格：50片,门冬氨酸钾镁片(潘南金),29,,26.69,效期： 2024-03-31 
武汉太福制药有限公司,规格：200g,夏枯草膏,8.1,,7.45,效期： 2021-12-31 
BoehringerIngelheimPharmaGmbH&Co.KG(丹麦诺和诺德公司),规格：2.0mg*30片,瑞格列奈片(诺和龙),63,,57.98,效期： 2023-12-31 
广东汇通乳胶制品集团有限公司,规格：10只,天然胶乳橡胶避孕套(tatale香芬柠檬香润滑丝薄),5.1,,4.69,效期： 2024-12-31 
山西汾河制药有限公司,规格：5mg*36片,维生素B2片,3.1,,2.85,效期： 2021-11-30 
哈尔滨中药四厂有限公司,规格：0.35g*12粒*3板,海贝胃疡胶囊,,￥8.50,,效期： 2021-03-31 
四川博仁药业有限责任公司,规格：段1kg,大青叶,,￥15.25,14.03,效期： 2023-02-02 
鲁南贝特制药有限公司,规格：10mg*6片,孟鲁司特钠片,32.8,,30.19,效期： 2022-04-30 
福建省泉州罗裳山制药厂,规格：15g*10袋,鼻炎宁颗粒,8.3,,7.64,效期： 2021-06-30 
重庆华邦制药有限公司,规格：8mg*20粒,阿伐斯汀胶囊,22.5,,20.71,效期： 2022-09-30 
江西济民可信金水宝制药有限公司委托江西济民可信药业有限公司,规格：0.33g*9粒*6板,金水宝胶囊,38,,34.97,效期： 2022-09-30 
河北万岁药业有限公司,规格：6g*10袋,白带丸,4.2,,3.87,效期： 2022-10-31 
石家庄四药有限公司,规格：80mg*60片,格列齐特片,9.25,,8.51,效期： 2021-12-15 
山东明仁福瑞达制药股份有限公司,规格：4g*12袋,颈痛颗粒,44,,40.49,效期： 2022-08-27 
承德燕峰药业有限责任公司,规格：8g*20袋,复方羊角颗粒,9.3,,8.56,效期： 2022-10-09 
云南维和药业股份有限公司,规格：50mg*10粒*2板,血塞通胶囊,23.5,,21.63,效期： 2022-03-31 
山西新宝源制药有限公司,规格：12包,赖氨酸磷酸氢钙颗粒,11.9,,10.95,效期： 2021-07-31 
浙江昂利康制药股份有限公司委托浙江得恩德制药股份有限公司,规格：10mg*30片,多潘立酮片(多寿吉),4.7,,4.33,效期： 2022-10-31 
太极集团四川绵阳制药有限公司,规格：60g,桂附地黄丸,4.45,,4.1,效期： 2023-02-28 
山东博士伦福瑞达制药有限公司,规格：5ml:25mg,硝酸毛果芸香碱滴眼液(真瑞),12.95,,11.92,效期： 2021-08-22 
郑州卓峰制药有限公司,规格：5ml(0.3%),加替沙星滴眼液,5.1,,4.69,效期： 2021-11-30 
正大天晴药业集团股份有限公司,规格：50mg*63粒,甘草酸二铵肠溶胶囊,,￥57.80,,效期： 2021-12-31 
曼秀雷敦（中国）药业有限公司,规格：13ml,复方门冬维甘滴眼液(新乐敦),21.4,,19.69,效期： 2022-05-31 
上海罗氏制药有限公司,规格：0.25ug*10丸,骨化三醇胶丸(罗盖全),49.5,,45.56,效期： 2021-08-31 
苏州俞氏药业有限公司,规格：0.1g*6片*2板,乳酸左氧氟沙星片,3.35,,3.08,效期： 2021-11-22 
四川博仁药业有限责任公司,规格：酒炙1kg,酒大黄,49,,45.1,效期： 2024-11-06 
广东汇通乳胶制品集团有限公司,规格：10只,天然胶乳橡胶避孕套(狂野魅力颗粒型),3.5,,3.22,效期： 2024-12-31 
杭州国光药业股份有限公司,规格：5ml:5mg,双氯芬酸钠滴眼液(苏洁)(套盒),3.5,,3.22,效期： 2021-09-30 
山西仁源堂药业有限公司,规格：0.28g*12片*2板,风湿安泰片,5,,4.6,效期： 2022-10-31 
广州一品红制药有限公司,规格：75mg*12片,盐酸克林霉素棕榈酸酯分散片,29.5,,27.15,效期： 2022-02-28 
北京韩美药品有限公司,规格：100ml,对乙酰氨基酚口服溶液,12.7,,11.69,效期： 2021-07-27 
四川金药师制药有限公司,规格：10g*22包,板蓝根颗粒(直立袋),6.44,,5.93,效期： 2022-01-31 
广东逸舒制药股份有限公司,规格：50mg*14片,盐酸舍曲林片,9.5,,,效期： 2022-01-07 
海南中盛合美生物制药有限公司,规格：0.3g*36粒,▲裸花紫珠胶囊,7.65,,7.04,效期： 2021-09-17 
湖北盛通药业有限公司,规格：120g,雪梨膏,3.2,,2.94,效期： 2021-11-30 
吉林济邦药业有限公司,规格：0.3g*12粒,女宝胶囊,,￥3.60,3.31,效期： 2021-06-30 
江西鸿烁制药有限责任公司,规格：15g*10袋,肾石通颗粒,4.8,,4.42,效期： 2021-08-31 
安徽丰原药业股份有限公司,规格：100ml:0.3g:5g,多索茶碱葡萄糖注射液,6.5,,5.98,效期： 2021-07-23 
烟台巨先药业有限公司                    ,规格：25mg*24片,酒石酸美托洛尔片,3.7,,3.41,效期： 2021-11-30 
苏州东瑞制药有限公司,规格：15mg*7片,兰索拉唑肠溶片,2.75,,2.53,效期： 2022-09-08 
沈阳东新药业有限公司,规格：0.1g*12片*2板(薄膜衣),肾骨片,6.6,,6.07,效期： 2022-10-20 
深圳南粤药业有限公司,规格：200ml,复方氯己定含漱液(口泰),12,,11.04,效期： 2021-12-31 
四川恒明科技开发有限公司,规格：中号100只,检查手套(PE),0.05,,0.05,效期： 2022-04-14 
